,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
2190,Blue,Loss,False,True,True,False,False,True,8,1,0,1,1
2195,Red,Win,True,False,False,True,True,False,4,1,1,3,0
2200,Blue,Win,True,True,True,False,True,True,9,1,0,4,1
2205,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
2210,Blue,Loss,True,False,False,False,True,False,0,0,0,1,0
2215,Red,Win,False,True,True,True,False,True,9,2,1,2,2
2220,Blue,Loss,True,False,False,False,False,False,0,0,0,1,0
2225,Red,Win,False,True,False,False,True,True,3,0,0,2,1
2230,Blue,Loss,False,False,False,False,False,False,1,0,0,0,0
2235,Red,Win,True,True,True,False,True,True,11,3,0,4,2
2240,Blue,Win,False,True,True,True,True,False,9,2,1,2,1
2245,Red,Loss,True,False,False,False,False,True,3,0,0,2,1
2250,Blue,Win,True,True,True,False,True,True,8,1,0,3,1
2255,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
2260,Blue,Win,False,True,True,True,False,True,8,1,3,3,2
2265,Red,Loss,True,False,False,False,True,False,5,0,0,3,0
2270,Blue,Loss,True,False,False,False,False,True,1,0,0,1,1
2275,Red,Win,False,True,True,True,True,False,11,3,1,3,1
2280,Blue,Win,False,True,True,True,True,True,9,2,1,3,1
2285,Red,Loss,True,False,False,False,False,False,1,0,0,0,0
2290,Blue,Win,True,True,True,True,False,True,8,1,1,2,1
2295,Red,Loss,False,False,False,False,True,False,3,0,0,2,0
2300,Blue,Loss,True,False,False,False,False,False,4,0,0,1,0
2305,Red,Win,False,True,True,False,True,False,6,1,0,1,0
2310,Blue,Win,True,True,False,False,True,False,1,0,0,2,0
2315,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
2320,Blue,Win,False,True,True,True,False,True,11,4,1,3,1
2325,Red,Loss,True,False,False,False,True,False,1,0,0,1,0
2330,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
2335,Red,Win,True,True,True,True,True,False,11,3,1,3,0
2340,Blue,Loss,False,False,False,False,False,False,3,0,0,0,0
2345,Red,Win,True,True,True,True,True,True,10,2,1,3,1
2350,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
2355,Red,Win,True,True,True,True,True,True,6,1,1,3,1
2360,Blue,Loss,True,True,False,False,False,False,5,0,0,2,0
2365,Red,Win,False,False,True,True,True,True,9,1,2,2,1
2370,Blue,Loss,True,True,False,False,False,False,2,0,0,0,0
2375,Red,Win,False,False,False,False,True,False,2,0,0,2,0
2380,Blue,Loss,True,True,True,False,True,False,9,2,0,4,0
2385,Red,Win,False,False,False,True,False,False,7,1,1,1,0
2390,Blue,Win,False,False,True,True,False,False,8,1,1,3,0
2395,Red,Loss,True,True,False,False,True,True,3,0,0,2,1
2400,Blue,Loss,True,True,False,False,True,True,3,0,0,1,1
2405,Red,Win,False,False,True,True,False,False,9,2,1,2,0
2410,Blue,Loss,True,False,True,True,True,False,7,1,1,4,0
2415,Red,Win,False,True,False,False,False,True,10,2,1,2,2
2420,Blue,Win,False,True,True,True,True,True,9,2,1,4,2
2425,Red,Loss,True,False,False,False,False,False,4,0,0,0,0
2430,Blue,Loss,True,False,True,True,True,False,7,1,1,4,1
2435,Red,Win,False,True,False,False,False,True,6,0,1,1,1
2440,Blue,Win,True,True,True,True,True,True,8,1,2,3,1
2445,Red,Loss,False,False,False,False,False,False,3,0,0,2,0
2450,Blue,Win,True,True,True,False,True,True,5,1,0,1,1
2455,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
2460,Blue,Loss,False,False,False,False,False,False,6,0,1,2,0
2465,Red,Win,True,True,True,True,True,True,9,2,1,3,1
2470,Blue,Loss,False,True,False,False,True,True,3,0,0,2,1
2475,Red,Win,True,False,True,True,False,False,7,1,1,2,1
2480,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
2485,Red,Win,True,True,True,True,True,True,10,2,1,4,1
2490,Blue,Win,False,True,True,False,True,True,11,1,0,3,2
2495,Red,Loss,True,False,False,False,False,False,1,0,0,1,0
2500,Blue,Loss,False,False,False,False,False,False,0,0,0,0,1
2505,Red,Win,True,True,True,True,True,True,9,1,1,3,1
2510,Blue,Win,False,True,True,True,True,True,9,1,2,2,2
2515,Red,Loss,True,False,False,False,False,False,2,0,0,2,0
2520,Blue,Loss,True,False,False,False,False,True,1,0,0,0,1
2525,Red,Win,False,True,False,False,True,False,2,0,0,3,0
2530,Blue,Win,False,True,True,False,True,False,9,2,0,2,1
2535,Red,Loss,True,False,False,False,False,True,1,0,0,1,1
2540,Blue,Loss,True,False,False,False,True,False,1,0,0,3,0
2545,Red,Win,False,True,True,True,False,True,8,2,1,2,1
2550,Blue,Loss,False,True,False,False,False,True,5,0,0,3,1
2555,Red,Win,True,False,True,True,True,False,8,2,1,2,0
2560,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
2565,Red,Win,False,True,False,False,True,True,5,0,0,2,1
2570,Blue,Win,True,True,False,True,False,True,5,0,1,2,2
2575,Red,Loss,False,False,False,False,True,False,1,0,0,1,0
2580,Blue,Win,False,False,True,True,False,False,10,3,1,2,1
2585,Red,Loss,True,True,False,False,True,True,2,0,0,2,1
2590,Blue,Loss,True,False,False,False,True,False,0,0,0,3,0
2595,Red,Win,False,True,True,True,False,True,11,4,2,2,2
2600,Blue,Win,False,True,False,False,False,True,4,0,0,1,1
2605,Red,Loss,True,False,False,False,True,False,0,0,0,1,0
2610,Blue,Loss,True,True,False,True,False,True,3,0,1,1,1
2615,Red,Win,False,False,True,False,True,False,9,2,0,3,1
2620,Blue,Win,False,True,True,True,True,False,6,1,1,4,0
2625,Red,Loss,True,False,False,False,False,True,3,0,0,1,1
2630,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
2635,Red,Win,True,True,True,False,True,False,11,1,0,3,0
2640,Blue,Loss,True,False,False,True,False,False,4,0,1,1,0
2645,Red,Win,False,True,True,False,True,True,8,1,0,4,2
2650,Blue,Loss,True,True,False,False,True,False,1,0,0,3,0
2655,Red,Win,False,False,True,True,False,True,11,3,1,3,1
2660,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
2665,Red,Win,True,True,False,False,True,True,6,0,0,2,1
2670,Blue,Win,False,True,True,True,True,True,11,2,1,3,1
2675,Red,Loss,True,False,False,False,False,False,2,0,0,2,0
2680,Blue,Loss,True,False,False,False,True,False,2,0,0,2,0
2685,Red,Win,False,True,False,False,False,True,8,0,0,2,1
2690,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
2695,Red,Win,True,True,True,False,True,False,10,3,0,4,0
2700,Blue,Loss,False,False,False,False,True,False,3,0,0,1,0
2705,Red,Win,True,True,True,True,False,True,9,1,1,2,1
2710,Blue,Win,True,False,True,True,True,True,8,1,2,4,1
2715,Red,Loss,False,True,False,False,False,False,4,0,0,1,0
2720,Blue,Win,True,True,False,True,True,False,5,0,1,2,1
2725,Red,Loss,False,False,False,False,False,True,0,0,0,0,1
2730,Blue,Loss,True,True,False,False,False,False,3,0,0,1,0
2735,Red,Win,False,False,True,True,True,True,9,2,1,3,1
2740,Blue,Win,False,False,False,False,False,False,0,0,0,0,0
2745,Red,Loss,True,True,True,False,True,True,7,1,0,3,1
2750,Blue,Loss,True,False,False,False,False,False,2,0,1,0,0
2755,Red,Win,False,True,True,True,True,True,10,1,1,3,1
2760,Blue,Win,True,False,True,False,False,False,3,2,0,0,0
2765,Red,Loss,False,True,False,False,False,True,1,0,0,0,1
2770,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
2775,Red,Win,True,True,True,True,False,True,10,4,1,2,2
2780,Blue,Win,True,True,True,True,False,True,9,2,1,4,1
2785,Red,Loss,False,False,False,False,True,False,0,0,0,1,1
2790,Blue,Loss,False,False,False,False,True,False,2,0,0,1,0
2795,Red,Win,True,True,False,True,False,True,7,0,1,2,2
2800,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
2805,Red,Win,True,True,False,False,True,True,3,0,0,3,2
2810,Blue,Loss,False,True,False,False,False,False,2,0,0,3,0
2815,Red,Win,True,False,True,True,True,True,6,1,1,1,1
2820,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
2825,Red,Win,True,True,True,False,True,True,11,3,0,2,1
2830,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
2835,Red,Win,True,True,True,True,True,True,11,4,2,5,2
2840,Blue,Loss,False,True,False,False,True,False,5,0,1,2,0
2845,Red,Win,True,False,True,True,False,True,7,2,1,3,1
2850,Blue,Win,True,False,True,False,True,False,7,1,0,2,1
2855,Red,Loss,False,True,False,False,False,True,3,0,0,0,1
2860,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
2865,Red,Win,False,True,False,False,True,True,6,0,0,3,1
2870,Blue,Win,False,False,False,True,True,False,7,0,1,2,0
2875,Red,Loss,True,True,False,False,False,True,1,0,0,0,1
2880,Blue,Win,True,True,True,False,True,True,11,3,0,3,1
2885,Red,Loss,False,False,False,False,False,False,0,0,0,1,0
2890,Blue,Loss,True,False,False,True,True,True,6,0,1,2,2
2895,Red,Win,False,True,True,False,False,False,10,2,1,4,0
2900,Blue,Loss,True,True,False,False,False,True,1,0,0,2,1
2905,Red,Win,False,False,True,True,True,False,11,4,1,2,1
2910,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
2915,Red,Win,True,True,True,False,True,True,8,2,0,3,2
2920,Blue,Loss,False,True,False,False,False,True,1,0,0,0,2
2925,Red,Win,True,False,False,True,True,False,3,0,1,4,0
2930,Blue,Loss,True,True,False,False,True,True,4,0,0,1,1
2935,Red,Win,False,False,True,True,False,False,10,1,2,4,0
2940,Blue,Win,False,False,True,False,False,True,7,1,1,3,1
2945,Red,Loss,True,True,False,True,True,False,5,0,1,3,1
2950,Blue,Win,True,False,True,True,True,False,7,1,1,4,0
2955,Red,Loss,False,True,False,False,False,True,6,0,0,1,1
2960,Blue,Loss,False,False,False,False,False,True,2,0,1,0,1
2965,Red,Win,True,True,True,True,True,False,9,2,1,4,0
2970,Blue,Win,False,False,True,True,False,False,6,1,1,2,0
2975,Red,Loss,True,True,False,False,True,True,3,0,0,2,1
2980,Blue,Win,False,True,True,True,True,True,9,2,1,2,2
2985,Red,Loss,True,False,False,False,False,False,2,0,0,2,0
2990,Blue,Win,True,True,True,False,False,True,11,5,0,2,1
2995,Red,Loss,False,False,False,True,True,False,3,0,2,4,0
3000,Blue,Loss,False,False,False,False,False,False,0,0,0,1,0
3005,Red,Win,True,True,True,True,True,True,11,3,1,3,1
3010,Blue,Win,False,True,True,True,False,False,8,1,2,1,0
3015,Red,Loss,True,False,False,False,True,True,4,0,0,3,2
3020,Blue,Win,True,True,True,True,False,False,7,1,1,2,0
3025,Red,Loss,False,False,False,False,True,True,2,0,0,1,1
3030,Blue,Win,True,True,True,False,True,True,7,1,0,2,1
3035,Red,Loss,False,False,False,True,False,False,4,0,1,2,0
3040,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
3045,Red,Win,True,True,False,False,True,True,3,0,0,2,1
3050,Blue,Loss,False,True,False,False,False,False,2,0,0,0,0
3055,Red,Win,True,False,True,True,True,False,7,1,1,2,0
3060,Blue,Win,True,False,True,False,False,False,10,2,0,4,1
3065,Red,Loss,False,True,False,True,True,True,1,0,1,1,1
3070,Blue,Win,False,False,True,True,False,True,9,1,1,1,1
3075,Red,Loss,True,True,False,False,True,False,3,0,0,2,0
3080,Blue,Loss,False,False,False,False,False,False,3,0,1,0,0
3085,Red,Win,True,True,True,True,True,True,9,1,1,3,1
3090,Blue,Loss,False,False,False,False,False,False,4,0,0,0,0
3095,Red,Win,True,True,True,True,True,False,10,2,1,3,0
3100,Blue,Win,True,True,True,False,True,True,9,3,1,5,2
3105,Red,Loss,False,False,False,True,False,False,4,0,1,0,0
3110,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
3115,Red,Win,True,True,True,True,True,True,11,4,1,3,1
3120,Blue,Win,False,True,False,True,False,False,2,0,1,2,0
3125,Red,Loss,True,False,False,False,True,True,1,0,0,1,1
3130,Blue,Win,False,True,True,True,False,True,9,2,1,2,1
3135,Red,Loss,True,False,False,False,True,False,3,0,0,1,0
3140,Blue,Win,False,False,True,False,True,True,9,1,0,4,1
3145,Red,Loss,True,True,False,True,False,False,5,0,1,1,0
3150,Blue,Win,True,True,True,False,True,False,6,1,0,1,0
3155,Red,Loss,False,False,False,False,False,True,0,0,0,1,1
3160,Blue,Loss,True,False,False,False,False,False,1,0,0,1,0
3165,Red,Win,False,True,True,False,True,False,11,3,0,2,0
3170,Blue,Loss,False,False,False,False,False,True,0,0,0,0,1
3175,Red,Win,True,True,False,False,True,False,3,0,0,2,0
3180,Blue,Loss,False,True,False,False,False,True,1,0,0,0,1
3185,Red,Win,True,False,True,True,True,False,11,3,1,3,0
3190,Blue,Win,False,False,False,False,True,False,2,0,0,2,0
3195,Red,Loss,True,True,False,False,False,False,1,0,0,1,0
3200,Blue,Win,True,True,True,False,True,True,9,1,0,2,1
3205,Red,Loss,False,False,False,False,False,False,3,0,0,2,0
3210,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
3215,Red,Win,False,True,True,True,True,True,11,2,1,3,1
3220,Blue,Win,True,False,False,False,True,False,7,0,0,2,0
3225,Red,Loss,False,True,False,False,False,True,2,0,0,0,1
3230,Blue,Loss,False,False,False,False,True,True,0,0,0,1,1
3235,Red,Win,True,True,True,False,False,False,6,1,0,2,1
3240,Blue,Win,True,True,True,True,True,True,10,2,2,5,2
3245,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
3250,Blue,Win,True,True,True,False,True,True,8,1,0,2,2
3255,Red,Loss,False,False,False,False,False,False,1,0,0,1,0
3260,Blue,Loss,True,False,False,False,False,False,5,1,0,3,0
3265,Red,Win,False,True,True,True,True,False,10,4,3,3,0
3270,Blue,Loss,True,False,False,False,False,True,3,0,0,1,1
3275,Red,Win,False,True,True,True,True,False,7,1,1,3,0
3280,Blue,Win,True,True,False,False,False,True,4,0,0,1,1
3285,Red,Loss,False,False,False,False,True,False,1,0,0,2,0
3290,Blue,Loss,False,False,False,False,False,True,2,0,0,0,1
3295,Red,Win,True,True,False,False,True,False,4,0,0,3,1
3300,Blue,Loss,True,False,False,False,False,True,0,0,0,0,1
3305,Red,Win,False,True,True,False,True,False,7,1,0,2,0
3310,Blue,Win,True,True,True,True,True,False,8,1,1,3,0
3315,Red,Loss,False,False,False,False,False,True,0,0,0,1,1
3320,Blue,Win,False,True,True,True,True,False,11,3,2,4,0
3325,Red,Loss,True,False,False,False,False,False,3,0,0,1,0
3330,Blue,Loss,False,False,False,False,False,False,1,0,0,0,0
3335,Red,Win,True,True,True,True,True,True,7,1,1,2,1
3340,Blue,Win,True,True,True,False,False,True,7,1,0,1,1
3345,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
3350,Blue,Loss,True,False,False,True,True,False,0,0,1,1,0
3355,Red,Win,False,True,True,False,False,True,9,2,0,4,1
3360,Blue,Loss,True,True,False,False,False,False,3,0,0,2,0
3365,Red,Win,False,False,True,True,True,True,6,1,1,2,1
3370,Blue,Loss,True,True,True,True,True,True,10,3,1,2,2
3375,Red,Win,False,False,False,False,False,False,7,2,1,5,0
3380,Blue,Win,True,True,True,False,True,True,5,1,0,3,1
3385,Red,Loss,False,False,False,True,False,False,0,0,1,0,0
3390,Blue,Loss,False,False,False,True,True,False,4,0,1,1,0
3395,Red,Win,True,True,True,False,False,True,10,2,1,4,1
3400,Blue,Win,False,True,True,False,True,True,10,2,0,3,2
3405,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
3410,Blue,Loss,True,True,False,False,False,True,3,0,0,0,1
3415,Red,Win,False,False,False,False,True,False,1,0,0,2,0
3420,Blue,Win,True,True,True,True,False,True,8,1,1,2,2
3425,Red,Loss,False,False,False,False,True,False,3,0,0,1,0
3430,Blue,Win,True,True,True,True,True,False,9,1,1,3,0
3435,Red,Loss,False,False,False,False,False,True,0,0,0,0,1
3440,Blue,Win,False,True,True,False,False,True,6,1,0,1,2
3445,Red,Loss,True,False,False,True,True,False,5,1,2,4,0
3450,Blue,Loss,True,False,False,False,False,True,2,0,0,1,1
3455,Red,Win,False,True,True,True,True,False,10,2,1,3,0
3460,Blue,Win,True,True,True,False,True,True,8,1,0,2,1
3465,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
3470,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
3475,Red,Win,True,True,True,True,True,True,8,1,1,4,1
3480,Blue,Win,False,True,False,False,False,True,8,1,0,3,2
3485,Red,Loss,True,False,True,True,True,False,6,1,1,1,0
3490,Blue,Loss,True,False,False,False,True,True,2,0,0,4,2
3495,Red,Win,False,True,True,True,False,False,8,1,1,0,0
3500,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
3505,Red,Win,True,True,True,False,True,True,9,1,0,2,1
3510,Blue,Win,False,True,True,True,False,True,11,3,1,2,1
3515,Red,Loss,True,False,False,False,True,False,1,0,0,2,0
3520,Blue,Win,False,False,True,True,False,False,10,2,1,1,1
3525,Red,Loss,True,True,False,False,True,True,1,0,0,2,1
3530,Blue,Loss,True,True,False,False,True,True,4,0,0,2,1
3535,Red,Win,False,False,True,True,False,False,6,1,1,2,0
3540,Blue,Win,True,True,True,False,True,True,7,1,1,4,1
3545,Red,Loss,False,False,False,True,False,False,2,0,1,0,0
3550,Blue,Win,True,True,True,True,True,True,8,2,1,4,2
3555,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
3560,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
3565,Red,Win,True,True,True,False,True,True,10,2,0,3,1
3570,Blue,Loss,False,True,False,False,True,True,2,0,0,1,1
3575,Red,Win,True,False,False,True,False,False,4,0,1,3,0
3580,Blue,Win,False,False,True,False,False,False,7,2,1,4,0
3585,Red,Loss,True,True,False,True,True,True,5,0,1,1,2
3590,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
3595,Red,Win,False,False,False,False,False,False,0,0,0,0,0
3600,Blue,Win,True,True,True,True,False,True,11,3,1,3,1
3605,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
3610,Blue,Loss,False,True,False,True,False,False,2,0,1,1,0
3615,Red,Win,True,False,True,False,True,False,9,2,1,3,0
3620,Blue,Win,False,False,False,False,False,False,0,0,0,1,0
3625,Red,Loss,True,True,False,False,True,False,1,0,0,1,0
3630,Blue,Loss,False,True,False,False,False,True,2,0,1,1,2
3635,Red,Win,True,False,True,True,True,False,9,2,1,4,0
3640,Blue,Win,False,True,True,False,False,False,10,1,0,3,0
3645,Red,Loss,True,False,False,True,True,True,4,0,3,3,1
3650,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
3655,Red,Win,True,True,True,True,True,False,11,3,2,4,0
3660,Blue,Win,False,False,True,False,False,True,9,2,0,1,1
3665,Red,Loss,True,True,False,False,True,False,2,0,0,1,0
3670,Blue,Loss,False,False,False,False,False,False,1,0,0,1,0
3675,Red,Win,True,True,True,True,True,False,11,3,1,3,0
3680,Blue,Win,True,True,True,False,True,True,7,1,0,1,1
3685,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
3690,Blue,Win,False,True,True,False,False,True,10,2,0,1,1
3695,Red,Loss,True,False,False,False,True,False,1,0,0,1,0
3700,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
3705,Red,Win,True,True,True,True,True,True,10,2,1,4,1
3710,Blue,Win,True,True,True,True,True,True,10,2,1,4,1
3715,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
3720,Blue,Loss,False,True,False,False,True,False,3,0,0,1,0
3725,Red,Win,True,False,True,True,False,False,10,2,2,4,0
3730,Blue,Win,False,True,False,True,False,True,9,1,1,1,1
3735,Red,Loss,True,False,True,False,True,False,7,1,0,3,0
3740,Blue,Loss,True,False,False,False,True,True,1,0,0,1,2
3745,Red,Win,False,True,False,False,False,False,6,0,0,1,0
3750,Blue,Loss,False,True,False,False,False,True,1,0,0,1,1
3755,Red,Win,True,False,False,False,True,False,5,0,0,2,0
3760,Blue,Loss,False,False,False,False,False,False,2,0,0,2,0
3765,Red,Win,True,True,True,True,True,True,8,2,1,3,1
3770,Blue,Loss,True,False,False,False,True,False,0,0,0,1,0
3775,Red,Win,False,True,True,True,False,True,8,2,1,2,2
3780,Blue,Win,False,True,True,False,False,False,8,1,0,1,0
3785,Red,Loss,True,False,False,False,True,False,1,0,0,1,0
3790,Blue,Win,True,False,True,True,True,False,9,3,1,4,0
3795,Red,Loss,False,True,False,False,False,True,3,0,0,0,2
3800,Blue,Win,False,True,False,False,True,False,2,0,0,2,1
3805,Red,Loss,True,False,False,False,False,True,1,0,0,0,1
3810,Blue,Loss,False,False,True,False,True,True,5,1,0,4,1
3815,Red,Win,True,True,False,True,False,False,7,1,2,1,0
3820,Blue,Loss,False,True,False,False,True,True,2,0,0,2,1
3825,Red,Win,True,False,True,True,False,False,8,1,1,2,0
3830,Blue,Win,False,False,True,True,False,False,9,2,1,2,0
3835,Red,Loss,True,True,False,False,True,False,2,0,0,1,0
3840,Blue,Loss,False,True,False,False,False,True,5,0,0,1,1
3845,Red,Win,True,False,True,True,True,False,7,1,1,2,0
3850,Blue,Win,False,False,True,False,True,True,6,1,0,3,1
3855,Red,Loss,True,True,False,False,False,False,2,0,0,1,0
3860,Blue,Loss,False,False,False,False,True,False,1,0,0,3,0
3865,Red,Win,True,True,True,True,False,True,10,2,1,0,1
3870,Blue,Win,False,True,True,True,True,True,7,1,2,3,1
3875,Red,Loss,True,False,False,False,False,False,2,0,0,1,0
3880,Blue,Win,True,True,False,False,True,False,3,0,0,1,0
3885,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
3890,Blue,Loss,False,False,False,True,False,True,4,0,1,0,2
3895,Red,Win,True,True,True,False,True,False,5,1,0,4,0
3900,Blue,Loss,False,False,False,False,False,False,0,0,0,1,0
3905,Red,Win,True,True,True,True,True,True,10,2,1,3,1
3910,Blue,Win,True,True,True,True,True,False,10,2,1,2,0
3915,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
